device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
Low-end,101,348,11,3.4602416903866557,0.6368148557471771,5000,BCH,0.02065300195005987,102.7161184252821,3.1972004687795894,0.34281686490851193,1.5029578045451688,0.6055168710317227,0.3642096263693281,0.12046338709290613
Mid-range,131,290,44,9.391105233981875,0.914304086380332,1000,LDPC,0.04263907912868643,382.0865345073868,4.700814268979608,0.34997787079017795,2.925859206167145,0.9133482407150455,0.31223413830386065,0.13821674949149493
Low-end,90,200,20,0.17389417221527192,0.46144585740051974,3000,LDPC,0.09043414044354237,260.10420635806514,4.092606945553616,0.44603108873650166,1.6286048477620985,0.8845721538004829,0.4880735147910796,0.13245227799708864
Mid-range,86,283,18,8.008851880486437,1.5647425283117484,1000,BCH,0.04754831913060256,383.7278085876585,4.790025574694719,0.3055679535826355,1.897850140141875,0.5274725950560358,0.4479559961369487,0.14777924668674067
Low-end,107,130,50,1.227151310743931,0.7224586431780782,5000,LDPC,0.07025071386647447,367.0589051382632,4.291274060160198,0.3920584247434922,2.446961649803324,0.5873903882841793,0.4740205057467456,0.1502469182574358
Low-end,123,509,50,1.602470423878388,1.20786259928721,3000,BCH,0.06394406561482051,396.8069271773177,3.5133215233685116,0.17874885096494675,2.2923670731882817,0.9969267867739251,0.4200940133845624,0.18250921430175593
High-end,152,400,38,9.664126577617774,0.40183726711666035,3000,LDPC,0.055739770914677404,125.19445309379522,2.313032800460656,0.2913673751453637,1.59561941013134,0.7449207665771921,0.4280002729164172,0.1801263461508451
High-end,108,106,46,1.832663284866457,0.8611121889967326,1000,BCH,0.010474304417689524,271.61409475790504,3.8887786951810277,0.33772049174373997,2.1266203249301663,0.8129712821847879,0.37883098897583606,0.11437044105742683
Mid-range,145,172,23,1.6115649195712156,0.5425412131889298,2000,BCH,0.09758903726532919,163.2825769576795,4.595603153011061,0.22678992275895188,1.2789512641081067,0.537278923849522,0.4438376316129019,0.15166367142442236
Mid-range,158,351,33,2.5259253854714414,1.0774219997528347,2000,LDPC,0.0586719661938758,267.6240478716276,3.781375411159224,0.37791169589593887,2.7770417151900584,0.7980169716300698,0.39359712304123584,0.18406311156358798
Low-end,158,96,39,5.187905119532629,0.2356888415797135,4000,LDPC,0.09291423561120983,327.99562063320286,3.282411904770317,0.2973576029898815,1.240698656537736,0.5338860316010932,0.3242665657700714,0.1996455526652478
Mid-range,82,328,22,1.18373913910588,1.6085482554779185,5000,LDPC,0.0695252192077151,313.8394304578105,4.650248642862729,0.3239408219292145,1.0529307026657024,0.5669768960180188,0.24665402152422986,0.15906147057132924
Mid-range,82,87,43,7.281136766830606,1.7844290629390427,2000,LDPC,0.0759068740698365,318.90106844982574,4.729529068543847,0.3331965399142267,2.027148517136025,0.8584722609090039,0.3795429130821439,0.11928389981436692
High-end,110,174,30,2.8885743944250355,1.6031615907395886,2000,LDPC,0.07516581104090252,179.9207750399799,4.929463559256179,0.13742451045825022,1.1436284325500032,0.5464630425983418,0.45942197897529646,0.16029634082072158
Mid-range,85,471,44,7.227535654074876,0.6663832937247918,1000,LDPC,0.08640584534755255,117.09132898382344,4.358474639424994,0.48189201423641126,2.345335551704941,0.7611407988497916,0.4569825624929321,0.1371545549851576
High-end,104,95,47,5.960086900652619,0.9979099134626894,3000,LDPC,0.0577399137749577,489.111115941719,4.2628579163517735,0.46524621909016783,2.2805141614394002,0.8153227019998244,0.41798670884310885,0.196279290239533
Mid-range,144,443,42,0.7653561018622873,1.2370538935921593,3000,BCH,0.03686394770209446,316.63289010906635,2.8350105346810484,0.4811943762946018,2.627930118279158,0.845037482824529,0.2856484519506065,0.12578845347508674
Low-end,95,259,32,4.922181832290124,1.9606728716878217,5000,BCH,0.02437438342959245,129.69557491433142,3.6222777963348256,0.47600668948714586,2.1344246221671623,0.849277228618947,0.21110838863084455,0.15840144257740169
Mid-range,165,382,13,5.477199983250083,1.4977292320825037,5000,BCH,0.07578032500544502,460.7221161997855,4.678811826315036,0.3080482858320831,2.863212657626206,0.6923242554590693,0.34056852785969893,0.10732194666764083
Low-end,147,93,11,9.110527441229982,1.0687082546166773,4000,LDPC,0.09436325846271801,317.63886164577275,4.756321673105911,0.27237797587975354,1.5512151416543731,0.6106053382786847,0.3313920289089082,0.18674727880809544
High-end,124,272,37,0.4705331761659155,1.4542123361989503,4000,BCH,0.03433987929687261,118.46243655581192,4.465981382259217,0.19790007624874717,2.5725663912903936,0.5149778463745305,0.4000467238132606,0.12813703953688343
Mid-range,93,212,25,9.906210499031618,1.6203202120037108,1000,LDPC,0.032661135588719144,445.0445591397004,4.954469262285903,0.17595286228581064,2.734687809728123,0.6985352755577772,0.2295381500121309,0.1748880582513836
Mid-range,123,471,47,3.819274931541435,1.966912658043684,4000,BCH,0.056199169958493354,265.2642962984836,2.7154275143817936,0.2902726192378656,1.6821359133022407,0.9476458094432296,0.371976472627751,0.11567287275261434
Mid-range,117,89,19,3.5917704853504118,0.30186933716912995,4000,LDPC,0.046913899776545205,133.09361399267806,4.263187534172744,0.18168925585253778,2.6691646019501842,0.6900453620288065,0.3802715990415483,0.18198130645276658
Mid-range,141,224,15,2.6526703689034075,1.1049246896275817,1000,LDPC,0.07178000400770607,499.4608553162454,4.6113173691435,0.41753785374574437,2.383583216510233,0.6666783991855156,0.21190830744153757,0.13823433817245043
Low-end,144,442,30,6.456612105522076,0.5629887528554751,5000,LDPC,0.04228685666919864,330.4154558431661,3.219977888294518,0.1589956186861323,1.9395298425742244,0.9683783667857215,0.30462329877305905,0.10572818229092258
Mid-range,130,262,45,5.194561091693904,1.3458449942797432,2000,LDPC,0.0841316039514541,255.7607725111871,4.164015713786811,0.2697443225998751,2.589671027434255,0.8845382650058471,0.27685694851421433,0.1025659872674784
Mid-range,105,291,46,6.470448416156445,1.1143082257799062,5000,LDPC,0.0804057172895377,269.9512449340443,2.520672616832686,0.3457465487975449,2.464961016439707,0.9205887239367847,0.29721719237596167,0.19963264944470077
Mid-range,115,286,35,6.6759672840263935,0.5292717996136995,1000,BCH,0.09227378903582598,355.32196017260134,4.716342152275209,0.11783517011629226,1.9733907606099015,0.5047688755069427,0.3810089127825752,0.12827102190298978
Mid-range,97,284,28,5.698913704068615,0.3855576955341295,5000,LDPC,0.06212803471524636,126.34561639973496,2.001521492630097,0.33734425671817236,2.2788847759070396,0.7650385732753103,0.27566490726067305,0.14127218239838898
High-end,100,275,45,4.879991314454046,1.9759978192204737,5000,BCH,0.025908805167981788,226.15176453369403,2.7490996800418763,0.39736863418963186,2.578167952670571,0.7625322981981695,0.2573972943300433,0.14629766993905943
High-end,150,300,33,0.6697905363809328,1.5597616023187546,4000,LDPC,0.06687724079892103,311.9108050713779,2.342935128655106,0.2027931246921334,2.469497272458656,0.5248661795343544,0.2940156038951685,0.19831358134954885
Mid-range,94,177,28,2.9153841424432994,1.0671553679729096,3000,BCH,0.014520690558795542,180.60294144262525,4.354866624002223,0.204715116841228,2.289647701292813,0.8627916475920766,0.42331143499734003,0.14926715302011734
Mid-range,165,158,40,4.3287916353038085,0.9784164673224847,4000,LDPC,0.037873424672953786,387.37287963876577,3.0288449768124495,0.37540249131245673,1.429407998815474,0.968864907933967,0.22572060509819192,0.11699924627417602
Low-end,93,490,15,3.6336658130641095,1.0653330975647373,3000,BCH,0.02879088425282772,331.7194847327527,4.730374470012912,0.27615139916389964,2.212898316649528,0.9901598385915575,0.23107062154478317,0.12933218277296285
Low-end,97,288,19,9.747840531920499,1.8467704987893376,3000,BCH,0.015962666225568342,353.7254123246094,2.7809030901679863,0.297334396493509,1.212873795161833,0.7340421232305806,0.2134188055911114,0.14051293313629998
High-end,95,278,42,7.184698191619211,1.5498417308526478,3000,BCH,0.06818712368762865,290.08337185017797,3.0073051558929924,0.4265143146827558,2.750844827291699,0.825202532550096,0.3704779646972134,0.11899944139305095
Low-end,116,157,25,1.8693410359608693,0.9551326794475867,1000,LDPC,0.021465008911370383,262.12131508893106,2.8883377629425766,0.21023578837929607,1.9141768548413434,0.6494436745644925,0.42940831569454646,0.1720298837486099
Low-end,99,387,12,4.278093972128532,0.6996594997254756,3000,LDPC,0.08308329079237554,411.0859063915237,4.478603427970681,0.2075258610870598,2.861215712293162,0.9051424203887428,0.26969827752132813,0.1338843173766205
Mid-range,120,397,22,8.669554475847459,0.7945291383374444,2000,BCH,0.04306980516248385,250.39315949987747,3.4943484719286277,0.3128937803636902,2.155181744697147,0.5543759343620145,0.4655987162041034,0.18595946877225797
High-end,138,389,16,3.2496024829207664,1.881230607767948,2000,LDPC,0.06884567507156505,126.70309215245439,3.19615313143743,0.23156544408058602,2.834746561618056,0.695251659540156,0.4914233423818589,0.13366802573941441
High-end,138,390,23,2.3326064547094054,0.5226770525137524,3000,LDPC,0.031531608711697315,109.65530797420753,3.015138564711153,0.3702831484810053,2.9536845289477673,0.8933796510253935,0.3836002847618802,0.1770934067724324
Mid-range,162,174,18,8.312245116162687,1.3882406742321933,4000,LDPC,0.06905179078758919,116.49747754956014,2.7284106027851247,0.3654453841633123,2.4131743281243754,0.979131025785194,0.4671608118179142,0.1773363554756211
Mid-range,156,444,15,1.5177785239656332,0.29127438135545225,2000,LDPC,0.026893560668827733,312.52735369627555,3.799564488308487,0.37742306350378385,1.3848981486370993,0.82707767731025,0.20393088602958553,0.14458152433436514
Mid-range,83,104,18,2.796698507669823,1.7069591222722689,1000,LDPC,0.06881054514811903,303.9525587848718,4.57689610072491,0.41250082263519816,2.3512811967057217,0.8309234423709346,0.4350999535582281,0.1813748645653334
Low-end,81,207,36,2.509593949474553,1.4203460151890805,2000,LDPC,0.07670540571829966,368.4961218297124,4.499045282671613,0.20665181890507955,2.181375106515696,0.7115760359983765,0.33720278010819427,0.11266552129813462
High-end,143,111,25,8.932187911052084,0.298725664282653,3000,LDPC,0.01624796998352463,346.34712996236726,2.052735994129276,0.3335765503480091,2.475145036626456,0.9835003530750193,0.35641458556444033,0.1838041843309205
High-end,141,172,15,6.097115558418484,1.6260852308758738,2000,BCH,0.09111164227267002,171.24665745380577,4.005037351418753,0.11659754291048481,1.4264646353495658,0.6531934764612248,0.2889296896402788,0.10414515992637939
Low-end,150,87,28,7.883138802647663,0.5761166837315381,2000,LDPC,0.08214327161901144,157.3083589952088,2.3373094401205656,0.391202537730986,2.083869947433004,0.7360785396846066,0.41721336475413273,0.19253731197784957
Mid-range,127,72,30,6.504458082127279,0.7877220525866975,5000,LDPC,0.025985708979142062,197.47907543100203,4.7222876087019525,0.2492526513952753,1.5386494213432094,0.9184469894388558,0.24258154335070087,0.1041795125587573
High-end,108,324,25,7.631034359909645,1.264289035792636,3000,LDPC,0.08249616753488179,407.61524962566705,4.207617111066696,0.39548246435984746,1.7015166885793525,0.640146786043364,0.45794041737865626,0.14707108547951767
High-end,109,146,45,2.6630961878729402,1.8480671414199108,2000,BCH,0.060941909230908635,280.4413905125049,2.4659122384458523,0.42713023230542124,2.058233807274015,0.8049951602155616,0.44548085569179174,0.19144571407741393
Mid-range,82,358,15,3.2700435735135263,1.3143446711134235,1000,BCH,0.06327376337381892,227.63062418861745,3.5710563334298966,0.31392583350685316,1.684894662200336,0.7241687272241075,0.2271235359583403,0.11807773838419133
Mid-range,123,163,39,5.188543233892361,1.6135765070173564,5000,BCH,0.056501763673272275,192.54676568185883,2.5853474787679653,0.15943842889715354,2.0251048270159897,0.6654724616949552,0.4271866236823109,0.18280961636432858
Mid-range,143,505,33,7.15505178021152,0.5501758213333748,4000,LDPC,0.03294460137430916,182.2960660088599,4.376931245341629,0.307358385705217,1.5529424152437108,0.8437752124141815,0.42461139356467203,0.12095728564417925
High-end,136,361,17,3.5513018211791523,1.3335723730586506,3000,LDPC,0.07132536152935769,268.05282559221575,4.37056625940473,0.41239204222616166,2.155476724304215,0.5526301267459806,0.3478313206118222,0.1102337579566296
Mid-range,147,409,19,9.271106509150197,1.2053288686198076,2000,BCH,0.018620445107701174,264.87620352056655,2.256319693409992,0.4675427252142157,2.8706411231685323,0.6670880668093611,0.2593795123857916,0.1354229042906366
Low-end,138,453,50,6.798021163123532,0.22579781560479545,3000,LDPC,0.01686705012103144,144.51206449180734,3.912284882550464,0.43746432281465086,1.4076982733388461,0.8609590247348988,0.3916470664746974,0.11534142317693526
Mid-range,115,346,48,8.166319721341456,0.5157751719118333,3000,BCH,0.06928457269023792,335.42719543401853,3.457820083217918,0.3570705925979093,2.4094057145494716,0.8478664939474633,0.29024496627134305,0.1910442717611293
Low-end,85,478,21,4.349955964329677,0.38046510263795874,1000,BCH,0.01689619471229649,415.24445165099854,4.655029208512323,0.25444641021096304,2.8089244546367915,0.5426103344600205,0.20787265724079448,0.1317091493140602
High-end,105,243,31,4.8711733934571715,0.405529768822807,3000,LDPC,0.05199798740206469,279.66069327231276,4.971249427834152,0.32859501967025007,1.963768945253071,0.7379167601768999,0.443369098020336,0.1329836230004752
Mid-range,101,156,49,3.998727995861349,0.8938991843085349,4000,LDPC,0.048838400137682224,477.0428709630592,4.178645620890702,0.20938227880371102,1.9177152961101942,0.9574229185077614,0.3887065656600909,0.18526713805126688
High-end,124,109,32,8.86058281487487,1.643145369689736,5000,LDPC,0.04105174638572891,252.1639218369084,2.1888087318078724,0.34493358240716554,2.2441262599491294,0.6488723870472316,0.45280674349820854,0.19810858139552354
Mid-range,161,220,17,7.522479989260467,1.7455464761145107,3000,LDPC,0.013133292932914997,317.175470809845,4.803748438847045,0.36114325392482716,2.623021931859861,0.8634476525634875,0.3884430829952551,0.17068609282606778
Mid-range,157,109,50,6.407358705488441,1.3547749867659888,2000,BCH,0.0428156785879448,422.0574294823202,2.252136610943487,0.13158904157773688,2.649662057363487,0.8496380213055152,0.3394716786672156,0.12545660233680675
Low-end,122,420,42,6.908763894285584,0.6684855859003355,5000,BCH,0.039359925448189476,396.4689441720678,2.495686021402706,0.4932938277916842,2.4216858959679795,0.9408868533720509,0.20975342748169323,0.1875241635928591
Mid-range,161,452,43,2.91834594839872,1.4232995743209664,5000,LDPC,0.0715739927014059,452.52729091589214,2.5211739744656683,0.13353669672317903,2.389277925817438,0.9179901242124876,0.4438182712475448,0.19639498981326978
Low-end,99,399,31,9.393406321934819,1.4004596196995718,1000,BCH,0.012057084249325943,409.493801886811,3.9732299504476183,0.49981733114804017,2.3882711090842426,0.7294725291247806,0.21724914493327036,0.13464201223028227
Low-end,114,351,25,8.395986971679305,0.5106122016232538,2000,BCH,0.0648785267731871,220.4750592826697,4.149880671777801,0.13978983061040784,2.75799579076563,0.6291348272822146,0.3583888012762366,0.1424706340985849
High-end,82,395,39,0.42548064884466275,1.1107689927228492,1000,BCH,0.02623889586163821,238.8485611041173,4.632164760498419,0.4122235700503588,2.0788797703331614,0.8585459070190025,0.29078771350418847,0.18729800342915834
Low-end,134,271,14,2.2386695825323324,1.1879345843497249,4000,LDPC,0.07794388304753606,386.8473594230953,2.1718974964171713,0.35662842142339235,2.8061174917905065,0.8262797376212953,0.20951146074554317,0.12773140228573704
Low-end,138,101,20,9.13628186023754,1.8994630106593744,4000,BCH,0.05334802882454901,381.0460558226422,2.8213447176069715,0.34684387577115566,1.9949705292062554,0.9552784251141508,0.20529641564702267,0.14928334838609159
High-end,122,477,20,7.63842673821213,0.9458019569189584,2000,BCH,0.09528826649996404,266.5515861809215,2.080483245313995,0.48518500495378936,2.77918604563329,0.7175566008396379,0.4702018760441249,0.18942321070483875
Mid-range,132,68,40,0.785692900625998,1.5857850641628028,4000,LDPC,0.0869442487356921,142.0815420621591,2.268461386670935,0.10044526748902133,2.0018804670429278,0.532474551676541,0.2718307517932949,0.18762891952105526
High-end,83,314,18,2.2948809058062234,1.4005897921453723,1000,BCH,0.04030412105936349,466.5296954779304,4.077932962785383,0.19950925634822544,2.9815790013069403,0.9143349852910679,0.4282680662666801,0.12463411269587615
Low-end,155,161,30,0.5598304385087696,0.9082041851881444,5000,LDPC,0.07287259675651488,410.1366495796343,4.159138891835145,0.4834804364103674,2.369789031568788,0.9191981016854782,0.3235359618037721,0.13841800288500733
Mid-range,96,293,48,9.701831418803765,1.346626680312896,1000,BCH,0.057894356668479766,256.43914172389907,3.872355088730246,0.32136668712372385,2.5840671700907443,0.6066755946915452,0.2795754601500082,0.13111208025999754
Low-end,135,350,39,1.1945769183950812,1.2747291248808776,3000,BCH,0.05074597307389612,127.3382053584498,4.336887506804131,0.48662151584413915,1.5948161721420104,0.8621266939591747,0.32689900747837186,0.15902835143057237
Mid-range,116,496,47,8.273522351582418,1.127070896852012,3000,BCH,0.022795115146186137,239.40831062481124,3.766879262065176,0.10261863434673019,1.5709313906008324,0.6526370617589929,0.2166591932672088,0.13493864780620146
Mid-range,155,270,32,5.351957013651968,1.982867292284889,1000,BCH,0.061038817258817366,439.72702728288453,3.9407514290395573,0.19204200001416027,1.0942183378516466,0.856748861605771,0.47136800206253276,0.13449659404209927
Mid-range,105,367,10,7.473384218687903,1.4427246885518736,2000,BCH,0.07786800325602825,305.54663840108765,2.25897458231369,0.40997888173121033,1.6497822083720985,0.5600386579002344,0.44414162407317964,0.11860810432706931
High-end,101,125,46,3.294943746555258,1.8737763290311082,1000,LDPC,0.0632814072025552,259.59091744499824,4.852763573626123,0.3616557924765579,1.2876895763039724,0.9898915638318464,0.3908135937919699,0.19775125683724887
Mid-range,136,224,22,3.6632616260400903,1.5698298268514488,2000,BCH,0.07503162013610243,133.17436169915135,2.8327427279581263,0.3975740172168992,1.5534977544986448,0.8395466034358334,0.29080164421265847,0.1626283758215499
High-end,157,326,37,2.4400724530296056,0.6083873971691736,2000,BCH,0.0373196732446971,349.3239020145579,3.240670416841742,0.1939602555483566,2.422483582132606,0.9681182035886224,0.4447428067953048,0.13890323281622724
Low-end,104,394,11,1.2832804823891208,1.5496531898482404,4000,BCH,0.05751521778558136,354.97056947944645,2.515059776441623,0.1609217637590199,1.375257804900544,0.7295953889967259,0.25106984961418,0.1965566386357265
High-end,153,260,21,4.57711469529217,1.6469480078621137,5000,LDPC,0.05915833150407693,100.65648970927192,3.4374536488321983,0.17376756622189143,1.1340601028684631,0.6387807392004909,0.38280483536967314,0.10788303284712475
Low-end,149,354,45,0.3918111445909712,1.4679044173457545,5000,BCH,0.046694577720752285,287.0222443067307,3.6004906836798747,0.29990042628990166,2.642436039469386,0.9792897015436002,0.2802492050141564,0.14208088262962892
Low-end,119,406,20,0.9232124323279314,1.216431849418548,2000,BCH,0.03144505271756296,368.10152846068775,4.393369684028038,0.38359256506540274,2.7679037453460733,0.7957422716340606,0.2288964161515576,0.15183929161918272
High-end,95,116,14,5.205807358053431,1.4312616609862512,4000,BCH,0.06752320588001308,105.98517054452996,3.2201255797231627,0.34516389048223695,2.815341762346396,0.8315199743095163,0.47777429455814147,0.19646130082844826
High-end,85,485,14,7.111076316392177,0.43917956087755977,1000,LDPC,0.030799696284380354,213.36485991197574,3.5136267127130876,0.16402542994542305,2.751844329086573,0.5960369523974336,0.29144236469503404,0.11135950885335187
High-end,152,331,29,0.3254644941096053,1.5037917267438,1000,BCH,0.03647258407000768,371.7111681479231,4.227408567673237,0.3390829599074694,1.2873073077195276,0.7065119818829871,0.24380074375524988,0.1980059104167472
Low-end,122,380,22,6.904674788045979,1.40041530195597,1000,LDPC,0.06298415475192536,156.87707479559,2.84681482294524,0.22817682402302972,1.1186209592000895,0.5464020205817798,0.23489068113291794,0.1616433888380784
High-end,161,210,25,3.4826030293059067,0.27256775995595395,3000,BCH,0.01787937475457809,390.38369364830174,2.3288538853795067,0.44082560667931114,1.7739982380392334,0.7216894556139954,0.4900905118932026,0.14504653955129823
High-end,147,423,27,2.178628953225445,1.89716224818838,2000,BCH,0.09268226874233555,289.8660499438075,3.041507614969592,0.10976727537632379,1.4053189492241773,0.9530432888432456,0.2056045096610808,0.11228042151007113
Mid-range,107,201,24,5.0473712797831745,1.8607372701243394,2000,LDPC,0.095748003106169,139.38210345774976,4.970218481460379,0.19971760403452965,2.4895582957448776,0.66746185078984,0.2591201898331762,0.19181126196557594
Mid-range,84,256,31,1.6013564673137997,1.456409200985452,1000,BCH,0.017679417843868433,328.33345205009743,4.3932675054603525,0.1316590902959901,1.254326667630866,0.5256036815822414,0.3890678570143622,0.1556364260708911
Mid-range,141,477,43,9.839172307800224,0.9750056321993281,2000,LDPC,0.053738836003056754,130.21003714359546,3.4330321966465793,0.11380163700156887,2.4189191531510073,0.5413469378214284,0.3238777872995865,0.18574226392687032
Mid-range,146,165,49,1.4955946791896664,0.9852541911718158,4000,BCH,0.04899241029755542,202.09405413486414,3.8068013169676016,0.3018020645813474,1.0489870923979039,0.9783900040584036,0.37844731647498336,0.18867051821435188
Mid-range,147,398,43,1.8282078953962564,1.6770204128919806,4000,BCH,0.011425697689532801,176.4345931057136,3.487906539025058,0.4663402059183809,1.9746567846709295,0.6721349590909764,0.24034026640393688,0.1493818727637018
High-end,146,422,28,0.6859074811305738,1.7334861634232281,3000,LDPC,0.08483846560721543,292.1904132920764,3.051848911748386,0.37832223646639673,1.7905711775947888,0.8042731995515067,0.32079174163519963,0.13431070562926392
Low-end,113,158,47,8.992752540088054,1.0255004868290016,2000,BCH,0.0842550943407293,450.59568653958144,4.774242148614452,0.3920629034537205,1.6341471111712038,0.7238481549546212,0.2474574132695488,0.15945370070170056
Mid-range,81,214,16,9.112494080376704,1.8736324726554334,2000,LDPC,0.0876491033949652,265.9826770123377,3.956262508963752,0.34202279326308893,2.9760923567387207,0.7748174764162287,0.2237795867865963,0.18921186160734638
High-end,152,168,47,7.2892074466448395,1.3398702204902628,3000,LDPC,0.011862889736932919,443.04271493988546,3.7988406741881198,0.12598034758065016,2.563958102007722,0.8750692106248046,0.3191153461408367,0.18706431927848943
Low-end,80,196,15,2.4574461398542358,1.315921169971676,5000,BCH,0.05685369349980435,199.15170658567018,2.1812065035519637,0.4878418965343977,2.4117727934624096,0.8948215024088049,0.43437181277432513,0.15681998000754593
Mid-range,146,240,37,6.606682784812384,1.822831682019067,5000,LDPC,0.07600101559690411,384.3140349485919,2.7409392206857794,0.3404796316359503,1.45719079503164,0.8797616595236752,0.3662655222648898,0.16004342940638908
High-end,82,499,49,5.84432862171364,0.8993138199667345,5000,BCH,0.07179856817354313,364.4861313910938,3.5543111905509477,0.4030264398528076,2.821876453186377,0.6497013381935898,0.3768647935032436,0.11487167686192444
Mid-range,106,80,12,1.273986393950816,0.3773400196254362,3000,BCH,0.08645039673075078,117.0051415595652,3.66750179067704,0.34615297211024126,1.3120376253430783,0.8813015492575232,0.3810576695514317,0.13569259609663342
High-end,141,143,16,3.930201037034794,1.421322195996005,4000,BCH,0.0753829463676053,335.0155178541207,2.713074835219891,0.46751570860350566,2.3419510123987166,0.784592846814745,0.47341230179357563,0.18564970580675677
Mid-range,82,356,25,7.682822965584074,0.44685493859280556,3000,LDPC,0.061122101664426304,493.9940737752063,4.327097944115977,0.17371127608118836,1.3620928657381461,0.5346187629199718,0.29430111372583456,0.1549954626071495
Mid-range,165,299,20,1.0596058195934972,1.095297885131625,4000,LDPC,0.09345949372237544,244.75398680283203,3.6862690910197964,0.22224800044729887,2.528371556065763,0.5004075371025254,0.4863896807841229,0.16155932135332324
High-end,159,265,37,4.163492943084076,0.9518560903609816,1000,BCH,0.06415901533467817,420.05112580125353,2.6408723470513014,0.1523179487105719,1.6275578151318422,0.6941751021986583,0.43192077997614947,0.1738187656622212
Mid-range,108,295,25,9.67018263113376,1.332013166729733,4000,LDPC,0.04954919562005763,154.39326906841092,2.5527031428146394,0.37144719583249797,1.605148223818016,0.9092021141247821,0.4860568717147709,0.16224417725643522
Low-end,87,397,41,5.338591300039372,1.9701094685266256,4000,LDPC,0.07981994195616528,280.1789678112767,4.256221923898327,0.24217794665499157,2.4667966349149086,0.7035603727039921,0.24915400294043683,0.13092517978722723
Mid-range,94,279,30,3.8012464625706452,0.8180180844754361,1000,BCH,0.040990005411464706,300.91320052849807,4.22825507351598,0.22358223706358338,2.0891894716746116,0.8387133452513131,0.4026627689751871,0.16430792858323606
Low-end,139,367,14,7.444033638076282,0.8045032064381941,2000,BCH,0.016065589924841573,286.11559595305346,2.8479854656039785,0.3793794198763546,1.942790145779692,0.8862537198871121,0.38136851119083826,0.15740908952309332
Low-end,148,144,18,8.385870979461416,1.7153662591609558,1000,LDPC,0.017675641788050235,154.548963847339,4.2197277043093395,0.2883805278151186,1.995852325508415,0.5655039162130135,0.3912336111075546,0.10821794038389469
Mid-range,153,267,14,5.578187919249972,0.6388896654122377,5000,BCH,0.016207054808349976,112.04907523121305,2.7505985049018484,0.4248410799919231,1.8332920960038217,0.6493056221235642,0.4367288235426631,0.15158702412467556
Low-end,114,321,18,8.605917842069722,0.6973526111415017,4000,LDPC,0.025683434875281484,231.50400334459533,4.182780737401238,0.3702602819951222,2.6152590175680523,0.9247143911517761,0.36744879948025894,0.18615004875201172
Mid-range,112,278,46,7.66075475226107,1.3042001186884162,5000,LDPC,0.07452556447013467,297.9390245736971,3.1190746781188188,0.38415966186902595,2.9359515667149,0.8910457989127599,0.42907855908610526,0.1950322222949237
Low-end,130,316,37,5.75951259896494,1.4894842655179674,2000,BCH,0.054894133196473564,412.3381873183318,2.188911468046163,0.33064694930848115,1.805685571267728,0.5302366287916045,0.2730997391037663,0.1259995387557542
High-end,155,458,42,1.9747872844286387,1.5740445691526204,4000,BCH,0.0121385440660376,395.65515802660383,3.5884209940900877,0.36452313073140374,2.3677791172727636,0.9610641107738974,0.20540084666040415,0.1725261913504728
High-end,84,361,30,3.4285766260869077,0.6120374764509557,4000,BCH,0.08551290625839518,247.76022353062638,2.3910209431392886,0.1750421330548269,2.3506465524034668,0.6008296102313597,0.3118047896282289,0.15826430933027563
Mid-range,160,334,49,5.375489456771831,1.688465270641763,1000,LDPC,0.026647911389320877,398.9531820594639,2.5896172267790973,0.39538276027719876,2.974977392338376,0.7665436528439115,0.48139243470265486,0.1356631324022008
Low-end,164,143,16,6.907385748937508,0.23637947642975818,4000,LDPC,0.09813407371187982,300.7849473984078,4.093150432333159,0.4556321297418737,1.2245004834048692,0.8431245645479599,0.36677784502425304,0.1534272958441247
Low-end,138,311,50,1.8211302121263901,1.938973900258023,5000,LDPC,0.018364145972441452,136.24890331589802,2.1919251451860453,0.2789159085639875,1.5534302936128102,0.5195385375378617,0.4461074386392437,0.11419267657972693
Low-end,154,227,45,7.108973607576076,1.5537638001168,2000,LDPC,0.06478524878706016,220.35063261780547,4.4161892474709,0.12048922908075022,1.357879798987468,0.760503869743295,0.4758109864682812,0.10346930406003613
High-end,106,106,18,5.063234056235631,1.3353129765869391,3000,BCH,0.040093997366437394,331.9566779969649,4.287921424109814,0.48735955553133425,1.6121273220224737,0.6457770453450024,0.23654956493614165,0.15201062947617852
Mid-range,165,165,19,8.56179534575176,0.20757681127974048,5000,BCH,0.05307032944214887,166.12092672015348,2.1237261269983954,0.42460864485833294,1.909980485264008,0.8089420581539469,0.4675813095968198,0.13878841179315093
Low-end,162,340,26,4.062921805146981,0.51175086263877,4000,BCH,0.06626040482636383,416.5431471822687,3.634616485491597,0.2938190610253395,1.273996501561534,0.7919541467508615,0.4221687943730834,0.17884749726394844
Low-end,130,361,16,5.728925658241432,0.49377272944930367,3000,LDPC,0.017692123986477466,487.8315390044919,2.9748570843082898,0.48730629374561696,2.0501852605597213,0.901272399198059,0.48067127389562153,0.1259111045482728
Mid-range,150,197,40,4.51079953165878,0.947280441606581,1000,LDPC,0.05009377764377506,106.07162850069511,4.855513329127424,0.13879360071922184,2.5944117657816324,0.6223118587142055,0.4998933439410914,0.1176226776252758
