protocol,device_type,cpu_mhz,ram_kb,power_mw,distance_km,channel_loss_db_km,block_size,error_correction,qber,key_rate_bps,latency_s,phase1_init_s,phase2_qkd_s,phase3_post_processing_s,phase4_privacy_amp_s,phase5_key_management_s
ARC-QKD,Mid-range,109,189,41,8.023808500449864,1.906437557135336,3000,BCH,0.06700202717271891,325.02217366934565,4.181463488961713,0.3435235079901314,2.373306469242496,0.6039674727958534,0.40921826048305876,0.14871249182448965
ECDH,Low-end,115,377,45,7.323433370175754,1.3083502253062878,2000,BCH,0.0,0.0,0.15913834627834864,0.34149801046120937,1.4752308306730575,0.8099677262454987,0.3482197393296871,0.1749421736857773
ARC-QKD,Low-end,165,291,34,0.590136483534375,0.2880866937879714,2000,BCH,0.016206407874783137,464.0287966756604,4.586804498500028,0.27353539432350715,1.3908103930701354,0.9049052363679231,0.4899513714155327,0.11119216353115405
BB84,Low-end,130,246,17,6.8352657093252125,0.4248342815714215,4000,LDPC,0.07193134741323112,234.0132590645355,4.0751032638633005,0.3923119809903718,2.965254016910492,0.538367752649153,0.4137458179188088,0.1579099849644365
ARC-QKD,Mid-range,125,280,25,4.047001052058968,1.4401546815725599,3000,LDPC,0.04637183635261764,116.65442921238918,3.9421076439545213,0.14642088088056684,1.1703277158283092,0.8013834999958541,0.4693271555302276,0.10309490955265713
BB84,Mid-range,116,186,36,9.677241859598043,1.290823574338064,4000,LDPC,0.08994529977917812,300.1190866995516,3.242382558870198,0.1734893192749135,2.742914890928596,0.9731326295612706,0.30574326739027524,0.1944135148963085
BB84,Mid-range,100,441,36,8.824594979520024,0.8964536994991541,5000,LDPC,0.07119540131588352,128.15777358917904,5.748062746618395,0.2433301726474881,2.0268486822267855,0.9833892064220864,0.27764848442835344,0.13427624482143058
ARC-QKD,Mid-range,95,501,22,7.635143584306323,1.4261173242732952,4000,BCH,0.06426151613864814,126.80088189126688,2.4434454721983867,0.42321339763020394,2.5536180331131,0.7355988568937811,0.2039604151675435,0.10504138486497444
ARC-QKD,High-end,116,252,43,0.9366158490974719,1.8061344207402699,2000,LDPC,0.07590329278773719,141.82157884463965,2.8983958629078046,0.44956462538525477,2.751008334222288,0.69815734659973,0.2118303701389649,0.14405672386068002
ECDH,Mid-range,99,467,34,0.8203686394694253,1.4066810344385006,3000,BCH,0.0,0.0,0.3743244603624446,0.21465608994235308,2.248228476056157,0.5639453646050743,0.2684832644140144,0.12421418836230275
BB84,Mid-range,142,377,36,7.812245853599724,1.8995247407025027,5000,BCH,0.020409687587565072,132.49047510339838,3.1009119388384714,0.4279145445149054,2.4594646173738237,0.8351516431135275,0.3817499319175821,0.105752143374378
ARC-QKD,Mid-range,137,438,17,7.618167912380468,1.7172948900456861,1000,LDPC,0.031806291470167086,350.2613769198198,2.9338313234809617,0.4554174609606385,2.1044302710702345,0.6937733196810969,0.3323646257843311,0.1877866808770526
BB84,Low-end,107,400,25,6.888663822787843,1.9853063777338396,3000,LDPC,0.02421947277997126,358.427466667026,4.6227332066520574,0.42918456483233636,2.659621840932435,0.8367240801092016,0.4770480075695004,0.10743388350877592
BB84,Low-end,84,480,18,9.743477016281123,0.23057710239453755,5000,LDPC,0.04495813222909794,157.15723616747775,3.850861925264981,0.19327046377466486,2.530508776281654,0.9461888435170617,0.3498004645517463,0.18813868475038018
ECDH,Mid-range,92,322,44,8.343453976530753,0.6691762820654373,4000,BCH,0.0,0.0,0.4003281701913288,0.11675389435801167,1.461529014469935,0.761427398006822,0.25694407843978473,0.12295005409611831
ARC-QKD,Mid-range,133,434,28,5.0158865860462,0.6880103402830595,1000,LDPC,0.04851426416100729,408.5051265290725,2.4642912514291817,0.13187732795159834,2.542918814513726,0.6031859471650085,0.4024826548265952,0.1680341555231662
BB84,Mid-range,148,245,18,3.4305317266839035,0.267428801123527,3000,LDPC,0.09975605757640493,368.3109074620361,5.15460802656018,0.31242797861095434,2.6246242552303976,0.8084259715737525,0.20714502038042892,0.17673384219942967
ARC-QKD,High-end,136,455,38,0.5100890402070987,0.4983329715063528,2000,BCH,0.06225293196732982,301.541526855693,4.2540239109164215,0.4443475741948958,1.1327211281382443,0.6211216919211993,0.49645048554242194,0.12009800642638932
ARC-QKD,High-end,124,233,28,5.34482922300505,0.8629081183597305,3000,BCH,0.024673186475275846,475.7966829381254,2.7815342550684456,0.28865384970613284,2.886367897640377,0.5897429967402305,0.29511687242414086,0.10234502748436741
ARC-QKD,High-end,120,310,10,5.406338733460514,1.4434890919026844,4000,BCH,0.07465668995387496,343.965584366838,2.350136188875578,0.4326518624475416,1.327283080260046,0.7744677850445252,0.4584459872609924,0.13485652122989325
BB84,High-end,144,118,24,7.186735715338076,0.7555898828554855,1000,BCH,0.03411390702398031,208.89227701389956,5.856132790660448,0.14145510074106038,2.2418342824705477,0.6851703037473156,0.4149452692034715,0.14024866067702305
ARC-QKD,High-end,121,90,27,7.667791958981256,1.935732366061888,3000,LDPC,0.07806556819595434,387.96343829460045,4.262964494658391,0.206480426993772,1.4143221991915877,0.5634624041362695,0.2481934462557655,0.15647608835334717
ECDH,Mid-range,81,446,36,5.125343369360186,1.8154981455867099,4000,BCH,0.0,0.0,0.2077879592810905,0.2812750708069758,2.382406568049988,0.7301304702658238,0.3559206411158391,0.111021426864098
ARC-QKD,Low-end,97,93,27,5.800252181086372,1.2621496277277888,3000,LDPC,0.08311116098296684,211.950180040367,2.4392576469614076,0.10340827844564907,2.268720895576429,0.810634184062143,0.3562518804293904,0.1361007323975269
BB84,High-end,126,448,33,2.9056196465562136,0.4381529377080912,4000,BCH,0.056317145485368474,250.676102899002,5.7159220605775305,0.4636821854454003,2.4073712661940387,0.626283218575214,0.2518470818538562,0.104015059833384
BB84,High-end,80,397,33,6.653102130795345,1.9312420273909552,1000,LDPC,0.05455294479142029,362.12076827248427,2.7647595645571,0.4143034022941299,1.054007942630549,0.6617137025753901,0.28548925271004644,0.15976223603310408
ARC-QKD,Low-end,90,231,36,1.4377614228010205,0.6812838074382368,3000,BCH,0.046425473574484434,260.96131438516693,3.261254997896339,0.173041562552119,2.2011150676778595,0.7738812924585468,0.2760736612302362,0.16945319605948123
ECDH,Mid-range,134,66,13,1.7436010913649524,1.600370230700465,3000,BCH,0.0,0.0,0.48081933052337533,0.4899466497349185,1.0630780834736604,0.961406900602497,0.46975594944716786,0.1035923096959766
ECDH,High-end,114,486,13,2.6255992482822244,1.7569019675038038,1000,BCH,0.0,0.0,0.2592456027421499,0.29781822185620443,2.7478257884729,0.9805690956285864,0.21910088772813377,0.1705557367746962
ECDH,Low-end,149,359,41,8.000853582530869,0.9746491507871324,4000,LDPC,0.0,0.0,0.1120715217064547,0.30097607561942974,2.216591776856996,0.5411333761321057,0.2761561187183562,0.11250832977907238
ARC-QKD,Mid-range,85,95,40,0.7664994581547067,0.537112324550755,2000,LDPC,0.032410997694993456,335.5261429900117,3.248766922823701,0.2838450755705121,1.6626192153477468,0.5526725591264373,0.40475606166855893,0.13157496016738657
ARC-QKD,Mid-range,124,393,45,0.5449268597963103,0.6985828325062183,4000,BCH,0.07988891150522341,375.51053952234855,4.813894083244845,0.27571575585559915,1.7297973566817268,0.7086193223466233,0.22836496676280577,0.13043027266073987
ARC-QKD,Low-end,129,341,37,1.756328514196323,1.0603528364507673,1000,LDPC,0.062580364080535,398.31828543823315,3.6413377769678092,0.29885666905621533,2.5865015406806533,0.8042781298407529,0.48072758759427314,0.1425893609461702
ARC-QKD,Low-end,110,195,13,5.437723658437154,1.0508463161742772,4000,LDPC,0.04931404719796537,459.25514677506334,2.9723202793966097,0.4967576867169389,1.4819795632575892,0.9575537766183579,0.34558669628272903,0.14400175802646697
ARC-QKD,Low-end,112,403,47,6.4700300694169925,1.326644763761327,3000,LDPC,0.09564201408741958,187.7048468325828,3.4359372382381506,0.4425209012086667,1.7190232018002445,0.6079463208077056,0.4921698385887109,0.12898038770385237
ARC-QKD,Mid-range,114,215,34,6.773332053972235,0.867136283328312,1000,LDPC,0.03925732941791333,286.6909777341387,3.0293405449346724,0.33940052705770396,1.7119491997827427,0.6120749538645329,0.44691668652415184,0.16267131741951726
BB84,High-end,168,412,17,5.239187077525367,0.23084419639851128,4000,BCH,0.09495066853684271,237.54453012345803,5.470378384968081,0.48560541452474937,2.8342660758184417,0.9093705325884571,0.3104852519632064,0.19704712698813592
ARC-QKD,High-end,110,449,33,6.54260781107162,1.3105709640499357,5000,BCH,0.07637302796790425,470.7286928047042,4.937243992062957,0.1353082896978494,2.026435520318564,0.5826427633899167,0.4064628311046796,0.1298158186192025
ECDH,Mid-range,121,209,41,9.215116764923529,0.9586451200249573,4000,BCH,0.0,0.0,0.4749680380411567,0.3703940699281758,2.4225102998497423,0.5152497949150597,0.44604226024963567,0.1959511048563629
BB84,Mid-range,167,229,38,7.920447374638412,1.8115540660179632,2000,BCH,0.09402763850029977,377.89248021877927,4.45947868396089,0.35070049468832776,2.344046834231139,0.5493676398612414,0.49371813575678575,0.1098999581193081
ARC-QKD,High-end,160,300,33,3.4628446277524203,0.8006255491836523,3000,BCH,0.0705240268065142,329.29155824769487,3.434000096943224,0.2960774437367796,1.6124688667251283,0.900918500237897,0.2539956727970957,0.1317212138142084
ARC-QKD,Low-end,143,114,18,3.448390714288578,0.4403526020384342,1000,LDPC,0.056111707492852006,253.64974563697862,2.7466896982791558,0.1233655138545641,2.451506192432475,0.7738769644347104,0.29999486075031156,0.18308260666604714
ECDH,High-end,123,74,38,2.870152996665331,0.818085905507671,5000,LDPC,0.0,0.0,0.462338207497876,0.38830764084355784,2.2621120998986646,0.9977348206622723,0.21479838405384669,0.19466178882678004
ARC-QKD,Low-end,95,471,46,5.608988991864516,0.5511240536268833,5000,BCH,0.07123155307979182,380.04359554092844,2.2591168054568307,0.3534127022611473,2.123411006521197,0.7341220937948464,0.3410977549796217,0.15594889716652807
ARC-QKD,Low-end,115,511,50,3.8459992593798353,0.9681786690340848,2000,BCH,0.029493554363113024,309.0754696802496,3.2624033769881517,0.42874628894224687,1.5006105242864185,0.8161649610670252,0.31249860641232063,0.19744125073214508
ARC-QKD,Mid-range,164,504,41,6.116216596981949,0.42910063385124,2000,BCH,0.035516972194759716,113.1825364646446,3.517403675674569,0.2510004133135316,1.8552882934305195,0.895619793099317,0.24059876064685656,0.17601280337653588
ARC-QKD,High-end,85,400,33,3.1728467570133523,1.5199611064946688,1000,LDPC,0.02143201622842414,422.9305631384322,3.9597911464609616,0.2699976901811775,1.549128730441534,0.6250155181544912,0.46533278038387943,0.176649319089651
ARC-QKD,Low-end,105,124,43,1.5581558606696662,1.0193349341260651,1000,BCH,0.09044584604066737,177.63022132941035,3.7885076488032157,0.3055049726168868,1.5984494796481752,0.5774130613251007,0.4618602958043372,0.11390521216607197
ARC-QKD,Mid-range,141,164,40,0.8354462051547786,0.6507567103488949,5000,BCH,0.0814177727807021,137.84349919625254,2.8228014927295355,0.36112902841960937,2.9494247612773385,0.8565238935710789,0.3290255840486658,0.14492461088157754
BB84,Mid-range,128,425,19,1.1206959521128839,1.767032955501769,1000,LDPC,0.08313826265799996,183.5832244533405,4.38786098951547,0.4069811818054275,1.269618690377978,0.9268086830785403,0.40708379850874293,0.10004242685452913
ECDH,High-end,161,344,40,4.240562308866598,1.1364788129351453,3000,LDPC,0.0,0.0,0.38688214787274255,0.49030364907346535,1.2561184069520341,0.6631253120013259,0.46182768540968727,0.11034134759395259
ARC-QKD,High-end,116,281,36,1.5067897874040619,0.5858481122003485,3000,LDPC,0.05347820523056384,120.33179883603373,2.444560340786399,0.3751934931434685,1.3950681920909063,0.7290824322776537,0.22412938759573195,0.17987251842047397
ECDH,Low-end,111,455,25,6.658349155952979,0.49820956931254534,4000,LDPC,0.0,0.0,0.29333973493439736,0.1781474294576525,1.4187134967996804,0.7455641937323857,0.41366805454473393,0.15962750674449908
ARC-QKD,Mid-range,106,409,41,5.204298102965418,0.6598551271897051,3000,LDPC,0.054660371500146486,496.5325826535003,2.6219365915427115,0.26629720204197016,1.8568608901280776,0.5661660417660894,0.43287087926952594,0.1065011251870408
ARC-QKD,Low-end,113,116,31,3.774733073340863,1.2524753177205217,4000,BCH,0.06987023622148814,191.6511910510713,3.2238760874779233,0.3483175414894092,1.525349688964066,0.9958454221078463,0.33916905519126594,0.13082310549767612
ARC-QKD,Low-end,129,79,34,5.409963051943699,1.0522563742467148,3000,LDPC,0.08204869970433838,219.7254097895252,2.5048042866917006,0.10266018268961333,2.5449924905997268,0.6320957559462921,0.4663872015912159,0.11089632780224477
ARC-QKD,High-end,155,237,30,0.3612298600663142,1.7376223117539802,1000,BCH,0.048125273505927164,159.174911594749,2.01782974619114,0.3667910571835331,2.6470771467987095,0.7886042608650434,0.41837250120578373,0.11315205781670469
ECDH,Mid-range,147,396,21,1.4212489102275923,0.7934209307105342,5000,BCH,0.0,0.0,0.3030113811230857,0.20035491487072676,2.799290453102986,0.6780010166390342,0.40333233280512326,0.13775020702871038
ECDH,Low-end,157,283,23,3.1508072647229395,0.6068679451737898,4000,LDPC,0.0,0.0,0.3851494823388668,0.29546682706531874,1.5189153891346676,0.6978773669212399,0.2419196213557592,0.11986774940174295
ARC-QKD,High-end,115,314,35,4.962330473307368,0.9653198838160442,5000,BCH,0.07577937007319166,491.8952185616037,2.11683715718142,0.28938967043845365,2.4982933225488715,0.7100148934001596,0.2309549430281089,0.17771728577114113
ARC-QKD,Low-end,109,476,23,6.959538553676083,1.3482654018030575,1000,LDPC,0.09552721089410951,126.13303012812204,3.003741565195997,0.13010143463617446,2.8254426586186874,0.7581584279048226,0.4541138161773662,0.19807982863343218
ARC-QKD,Mid-range,81,199,41,9.710247019085319,0.8494091942799278,4000,BCH,0.05507385662730891,351.28965057632695,3.738617659400291,0.10637380363062765,2.2627414894008915,0.782570185626001,0.4023969274601735,0.12871546539296613
ARC-QKD,Mid-range,118,497,22,1.8050619572881892,1.6395574561524702,4000,BCH,0.05322075933728112,343.8644472536725,2.3967326472810506,0.25148135517803527,1.3908984595081528,0.7321936342162665,0.33757005257890926,0.13457415367526765
BB84,High-end,119,400,22,0.2906912771410972,0.3584463588555783,2000,LDPC,0.08776254382551571,386.0415484777645,2.5237468831446943,0.31212551508102526,1.4641153492728185,0.6817193983252314,0.25563367567995066,0.18166959383917217
ARC-QKD,Low-end,168,361,35,7.898599096282564,0.38282380976387986,5000,LDPC,0.059540399186044736,472.32480124514143,3.296676028396126,0.44161248167290357,1.2081659340341762,0.9954420876555395,0.4407287670787509,0.1174830963406792
ARC-QKD,High-end,138,179,30,4.980970076630679,0.4036236020860353,4000,LDPC,0.08649756349706612,195.6636488323714,4.153325307086842,0.42396196684919774,2.2344738955517083,0.6567719962675624,0.26068294973396533,0.12476731369252639
ARC-QKD,Mid-range,116,175,40,2.107563478524308,1.7124712989210784,3000,BCH,0.07273132999643513,299.3958581969948,4.042929990006719,0.1439522423083461,2.5525123449543523,0.5888341007645013,0.46681127956539487,0.19583332927851796
ARC-QKD,Low-end,164,250,15,7.2900901763369355,1.2609707941737012,2000,LDPC,0.06910713324861481,267.22073117277387,3.1299078820615973,0.2494916741456116,1.8087217123702695,0.962188545776811,0.48680138221012287,0.13383680075833385
ARC-QKD,Mid-range,115,171,34,7.160271494982599,0.7378692217133205,5000,LDPC,0.08528492722308893,297.0271823188885,2.413905797710863,0.11639502531089595,1.793380774907118,0.6976276783661878,0.4679413352814702,0.17735258833011658
ECDH,High-end,140,95,10,1.27741214017817,1.6545730770708997,2000,LDPC,0.0,0.0,0.3281715666882433,0.202569331124369,2.2923280942196413,0.868363345799813,0.33411970655605017,0.13508155867688226
ARC-QKD,Low-end,137,177,49,2.4510088606950813,1.4031363067376275,4000,BCH,0.09942826623490147,413.8211221521602,2.4425547417033284,0.2351473865932432,2.175666773246686,0.8910213328736244,0.31526276088517396,0.17798402291447546
ARC-QKD,Low-end,146,424,38,2.861611366354267,0.498556022367972,1000,LDPC,0.013756199372535997,379.1617557708915,2.9473803471001188,0.16954223472143798,2.659221497369246,0.9968288495732271,0.26545759246004086,0.19838775174151418
ECDH,Mid-range,108,157,33,5.8152663262810895,1.4213947516469159,1000,LDPC,0.0,0.0,0.29703482866519415,0.3081023437305923,1.6008199182185796,0.9120657771399137,0.47152013608426896,0.12959808467325934
ARC-QKD,Low-end,96,180,25,3.331621846610362,0.8021935626487642,1000,BCH,0.04880143458778582,107.1072128066767,3.9183442305266767,0.45081239078983215,1.039787112966738,0.7841019439723302,0.3298787737329024,0.13942089989667572
ECDH,High-end,135,248,40,1.4443940971644045,0.7205312197544236,2000,BCH,0.0,0.0,0.10437850646416252,0.4110827430112619,1.5422928323100549,0.89985513915448,0.4486017728844072,0.17637449580755238
ARC-QKD,Mid-range,160,282,50,5.339859293512317,1.1016070329925673,3000,LDPC,0.07402879963929461,103.58455509067173,3.1698136599087574,0.38932174992750024,1.6891995262738828,0.7265858333566755,0.38518076308247184,0.12251012634477941
ARC-QKD,Mid-range,152,381,38,6.574135180418966,0.7877431209556345,2000,BCH,0.09261350395828304,299.48239687473813,4.0675772683615286,0.10542136493758161,2.5933364726370387,0.8435297474090044,0.24616612780877378,0.1262115173688267
BB84,High-end,157,493,42,7.831311284089583,1.1590876519052606,5000,LDPC,0.09889434642815856,287.3131864544947,2.9876991902667065,0.2791374285135456,1.0232037984180877,0.9426668469140136,0.22207453784866224,0.12689826557296666
ARC-QKD,Mid-range,98,304,43,4.401821141903124,0.5450318651231115,5000,LDPC,0.03444248793866602,189.12117523039007,3.5357995757654526,0.3751034534565375,1.3831443634900438,0.5155835739656287,0.48572373062018764,0.16777180379251838
BB84,Low-end,141,328,38,7.069633778777086,1.177943017333544,1000,BCH,0.012902896024857488,119.74987245601926,2.7450199800598774,0.34212932432387877,1.7864352748919559,0.6533736735336071,0.33313910884117737,0.18362022602311026
ARC-QKD,High-end,137,372,44,5.741893970054771,0.8607344130843619,4000,BCH,0.03950469443898855,476.8666642440852,4.778815235997483,0.2976907316267229,1.9881550317936747,0.8308029065797908,0.27817224707269655,0.13525403239323663
ECDH,Low-end,127,339,30,8.621188819980944,0.24626651075012054,1000,BCH,0.0,0.0,0.4902183091510067,0.4596701574533798,2.420144059349397,0.8506850050668826,0.44215103361164665,0.17905840462890407
ECDH,Mid-range,103,121,14,9.700369469842679,1.231987883062387,4000,BCH,0.0,0.0,0.46635506982825325,0.29092430054492235,1.5392737100462306,0.7503896995558728,0.401798104478125,0.12746226548184955
ARC-QKD,Mid-range,88,406,43,1.8770329677571214,1.673529191426936,2000,LDPC,0.08473525122101079,407.4373202049425,4.294874590434852,0.12978363084599406,2.358353909807939,0.8736862846077296,0.22661214737481697,0.13249323586062559
BB84,Mid-range,97,108,20,7.402772057082113,0.6430058354286304,3000,BCH,0.036428632628174154,84.8590243505563,4.912133161392605,0.39799063213289165,1.3461738371337137,0.8435055508116482,0.20408540374714385,0.10836441447351414
ARC-QKD,Low-end,122,504,30,2.507294552642631,0.6261457770064016,1000,LDPC,0.02557576022636147,367.2583657158563,3.4132219525713046,0.48877769392320114,1.3455760570842636,0.6737868442954507,0.48955786899111425,0.17062920964558595
ARC-QKD,High-end,83,275,28,5.081148655521879,1.8623088540504698,5000,BCH,0.09967429559678934,180.08407195417783,3.385718779464699,0.10076743959738194,2.447439821553031,0.789179351730984,0.3573285628296092,0.19125541874492397
ARC-QKD,Mid-range,101,451,12,1.2919690437611457,0.6208476010505598,5000,BCH,0.03384058249506527,186.6018768877275,4.878007099706849,0.16942101551954486,1.829355188861906,0.7115383016017681,0.33973123449108955,0.15681448979766865
ARC-QKD,High-end,94,208,49,7.341812277854397,1.3802001426935702,2000,BCH,0.028537582615134456,124.46189759788852,4.230684315483861,0.27934962355170545,1.435141018944035,0.8816089909070228,0.24436618229104112,0.1301744521400489
ECDH,Low-end,149,504,50,8.751548029003931,0.49431200988326546,3000,LDPC,0.0,0.0,0.4437004328559918,0.49759474274605,2.305231771886767,0.5717072086090823,0.22264806272433393,0.10091360366806096
ARC-QKD,Low-end,141,467,10,1.0512241086873788,1.1455508515345991,1000,LDPC,0.09482283823988574,277.7664987646317,2.1079519066576697,0.3549009421616979,2.679702013525799,0.7054037927289771,0.49473232746348395,0.19232280628668663
ARC-QKD,High-end,153,363,18,2.6838666835351166,1.7081512004935244,2000,LDPC,0.051855284977064396,493.5518620612685,3.8914581910712696,0.4721978187469642,2.141693327709446,0.8217173552318822,0.2766304641337143,0.16074004289221352
BB84,Mid-range,126,281,50,2.925932285684452,0.6636598942586394,5000,BCH,0.03897801843296888,381.1207907951068,3.3458287215849025,0.4190938867011562,1.2488251256158565,0.6719696151963146,0.30272821833562696,0.1416870594234712
BB84,Low-end,97,503,23,1.7585657271705721,1.6270542472314025,3000,LDPC,0.028937343181227156,332.7477962432104,5.28332105966093,0.3176945573163453,1.4242652215853782,0.9273171773290868,0.43727652231787817,0.18990203977893244
ARC-QKD,Mid-range,151,281,13,0.9157385427753522,0.34503119658574155,1000,BCH,0.011968875700262647,268.3901961102494,3.130158755303013,0.3897860252351948,1.7867560209185043,0.8177676405240399,0.26686828634919796,0.1835440017933663
ARC-QKD,Low-end,99,483,21,0.2202055510983058,1.6703527368636415,3000,BCH,0.011956595816748534,363.7242979233562,3.4483393409242713,0.18528317712422818,2.0966196902337577,0.596611725258736,0.26704579109561527,0.1310387231069268
ECDH,Mid-range,113,230,30,6.079287022059524,1.6828438754046497,2000,LDPC,0.0,0.0,0.19001492652061397,0.22744910010306973,1.9961598958461602,0.6912909352786074,0.2933316496320765,0.10420738894071431
ARC-QKD,Mid-range,115,427,39,6.870646369635138,1.029246082330873,2000,LDPC,0.05779265391328457,364.58555011128215,2.3105549054797,0.2634853175704959,2.307919262629901,0.9411136393204713,0.36482969657433645,0.1333212386092743
ECDH,High-end,85,378,43,2.4503763416639983,1.2032925842492581,5000,LDPC,0.0,0.0,0.11766430621538015,0.10339799750428824,1.9063227360310697,0.6927653775330301,0.31923192833025027,0.19885505309810683
ECDH,Low-end,160,345,14,3.8038669044945164,0.46850600728341113,5000,LDPC,0.0,0.0,0.46458022841836344,0.11750650158992847,1.729493837322627,0.7643098618278028,0.4946555307273826,0.1523026315402392
ARC-QKD,Low-end,102,464,15,3.8474257902054765,1.965229791242318,3000,BCH,0.038510917468593676,201.69594689743704,2.5326962475746275,0.366369961216811,1.291728753187201,0.9453563095621753,0.30179570834429215,0.11176969064693361
BB84,Mid-range,130,448,40,3.3988380238398053,0.3544287669931445,3000,LDPC,0.08071095176481215,221.30648437226225,3.90652664278096,0.12504491397955456,1.0309637324133685,0.8453784135749262,0.3692320172868342,0.14258830648361923
ARC-QKD,Mid-range,149,260,24,2.7638698631572254,0.8345579818753928,5000,BCH,0.0324738632768715,133.59449830891782,4.800726315666877,0.1526724757162337,2.732118950209708,0.9865115347308098,0.45577156397828217,0.126866037835681
ECDH,Low-end,154,389,30,9.643941767818726,0.611039797448875,3000,LDPC,0.0,0.0,0.4364012066250731,0.3573740051487585,1.3855621766318105,0.6063686498153671,0.4702579778431599,0.16075215165277548
ARC-QKD,Mid-range,128,452,32,3.2036070435746984,1.607281437065904,4000,LDPC,0.04324143148874556,289.14089657851207,4.870056946728407,0.1960759403499387,1.5572895607836694,0.8636731395659756,0.20871492466046215,0.14903050595646844
ARC-QKD,Low-end,105,262,40,9.53701382033465,0.8081946646449552,3000,BCH,0.032281864332507654,441.980026419466,4.648218987966357,0.3033260164249766,1.9332417148928096,0.5749830740374333,0.2745100008742546,0.1686561433100966
ECDH,High-end,134,393,38,7.232239309749979,1.815305550853763,3000,BCH,0.0,0.0,0.40156340118848044,0.28764206992385866,1.6304234157778617,0.7241839555761271,0.3159428148029117,0.10006435617262244
ARC-QKD,High-end,158,201,37,8.791219890872881,1.547244989428727,4000,BCH,0.08172181023134674,197.2573609758681,4.526920716679456,0.10176981080092262,2.378354009794367,0.587461925429341,0.22672294585246613,0.10979684520207168
BB84,Mid-range,106,481,35,6.200596958022,0.5362865351747955,4000,LDPC,0.06650240217656068,245.63201693297788,3.9209197808330685,0.1219263172629212,1.687522567898037,0.5304782478227876,0.469523219759158,0.11364024540694942
ARC-QKD,Low-end,87,401,25,5.754302127540624,1.6613800239765668,5000,BCH,0.029682641396117523,163.62242796787825,3.6524324917743978,0.2328445885704177,2.9069119198698186,0.9002111615088593,0.22465682239179716,0.15126473976553703
BB84,Low-end,156,396,10,0.2842150999597672,1.6843306789422263,1000,BCH,0.07096602547584419,369.3234049084158,3.37060280075321,0.2222679490654781,2.2167443292010445,0.8607749906581805,0.33237469355983873,0.10498914881369352
BB84,Mid-range,114,220,30,2.421317249139612,0.2737103021870493,1000,LDPC,0.03693425983379775,227.47620758755312,5.3590366460458405,0.22484823145008997,1.6082917735919477,0.9211648845021225,0.31982600468272476,0.16917192936271952
ECDH,Mid-range,130,160,30,6.514136194892506,0.6542545698455415,4000,BCH,0.0,0.0,0.4733626935696842,0.4819244857473258,1.0540859619079606,0.7864676767764835,0.2707403892252582,0.15336771254925036
ECDH,Low-end,107,175,19,1.6025466220299753,0.482736692880201,4000,LDPC,0.0,0.0,0.4934325982336687,0.16966846559330706,2.398202723051377,0.5034630043807155,0.4452044910495825,0.10911908545236404
ARC-QKD,Mid-range,155,505,31,9.381672850682316,1.52156667868967,2000,LDPC,0.0744413403195539,227.23492754099965,4.908306838758708,0.1824219192896405,1.7432481369668902,0.7948308966401691,0.2644722325300957,0.16024428844831345
ECDH,High-end,122,314,11,5.740813780165361,0.2943437250078361,3000,BCH,0.0,0.0,0.11641978167975715,0.2805115695063407,2.153059433592383,0.5860549100735855,0.3052294534570692,0.13537850337599558
BB84,High-end,101,430,13,6.92978988355368,1.9466208105093725,1000,LDPC,0.07142925566396612,160.4284482323529,3.6719997299577614,0.45530996675215285,1.8008902441540318,0.8429981194229464,0.2349436106522288,0.10538596850848164
BB84,Low-end,164,194,48,3.66681570517939,0.3062540107893039,5000,LDPC,0.09442760595017995,171.47736498766568,5.29476246795695,0.4921543159616987,1.135511664985713,0.761485246264586,0.24826639773874767,0.1605865857557565
ARC-QKD,High-end,131,423,10,6.478904984089222,0.8127814840874574,1000,LDPC,0.06409518110030345,461.3211299056444,4.039680319473286,0.3522424782243745,2.129633694672007,0.8580726661606397,0.47035036605741565,0.16035120290024635
ECDH,Low-end,117,114,42,9.252662839504154,1.583462138021238,1000,LDPC,0.0,0.0,0.16369721350175992,0.48017405337444685,2.066402306118766,0.8835715997685032,0.26024248303326947,0.12328130743408469
ARC-QKD,Mid-range,121,512,11,1.7042295090518715,1.3482350892907522,1000,LDPC,0.06569757677849271,456.80220008541374,4.732900474143366,0.28025588456904305,2.972640299031994,0.8355476978612899,0.45009514587382243,0.18634493986862494
ARC-QKD,Mid-range,111,107,47,1.6867188051496567,1.3026288668398587,2000,BCH,0.08032122658541802,233.44093492338916,4.941686746841579,0.23369316251294656,1.237166158250195,0.6884610302959144,0.3504165489108121,0.1997937947415388
ARC-QKD,Low-end,119,89,45,9.525557138397659,0.717167233400207,4000,LDPC,0.053992695919346106,460.14758579060435,3.6914122684105903,0.3561663561785784,2.5875403206679364,0.7008161116825651,0.41862444630842643,0.19513011581745443
ECDH,High-end,150,334,46,0.7005003472123048,1.6233650765077596,4000,BCH,0.0,0.0,0.36670331290301117,0.4911624354608064,1.259707408922223,0.8189962393515557,0.4528629953988851,0.128797427134509
ECDH,Mid-range,102,313,32,3.1516810360912393,1.8656956523998802,2000,LDPC,0.0,0.0,0.43804649040093124,0.3188555099381597,2.7346331829563715,0.8830778422949503,0.41860771004573794,0.1319881644456283
ARC-QKD,Low-end,150,290,30,5.516075528614712,0.3941892216120493,5000,LDPC,0.020939841533226016,438.78322986882046,2.5857164150748093,0.10204228282625137,1.7125332350318967,0.5603806917874126,0.25502620791551167,0.19615509132494907
